age,job,marital,education,housing,loan,contact,poutcome,termdeposit
40,unemployed,married,professional.course,yes,no,cellular,nonexistent,no
68,retired,married,university.degree,no,no,cellular,nonexistent,yes
34,admin.,married,high.school,no,no,cellular,nonexistent,no
53,self-employed,married,university.degree,no,no,cellular,nonexistent,no
28,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
31,admin.,married,high.school,yes,no,telephone,nonexistent,no
57,entrepreneur,divorced,high.school,unknown,unknown,cellular,nonexistent,no
38,blue-collar,married,basic.9y,no,yes,telephone,failure,no
59,admin.,married,professional.course,yes,no,cellular,nonexistent,no
43,admin.,married,high.school,yes,no,telephone,nonexistent,no
40,admin.,married,university.degree,no,no,telephone,nonexistent,no
50,admin.,divorced,basic.9y,no,no,cellular,nonexistent,no
34,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,yes
53,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
47,blue-collar,divorced,basic.4y,no,yes,telephone,nonexistent,no
36,admin.,married,university.degree,yes,no,cellular,nonexistent,no
39,admin.,married,high.school,no,yes,cellular,nonexistent,no
60,management,married,university.degree,no,no,telephone,nonexistent,no
28,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
42,management,married,high.school,yes,no,cellular,nonexistent,no
34,services,married,basic.6y,yes,no,telephone,nonexistent,no
42,admin.,single,university.degree,unknown,unknown,telephone,nonexistent,no
52,retired,married,basic.4y,yes,no,telephone,nonexistent,no
41,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
31,admin.,single,university.degree,no,yes,cellular,nonexistent,no
27,blue-collar,single,basic.6y,yes,no,cellular,nonexistent,no
34,technician,married,basic.9y,yes,no,cellular,failure,no
34,technician,divorced,unknown,yes,no,telephone,nonexistent,no
41,admin.,single,university.degree,yes,yes,telephone,nonexistent,no
35,housemaid,divorced,basic.9y,yes,no,cellular,nonexistent,no
41,admin.,married,basic.9y,yes,no,telephone,nonexistent,no
40,technician,married,high.school,no,no,cellular,nonexistent,no
29,services,single,high.school,no,no,telephone,nonexistent,no
37,blue-collar,married,professional.course,no,yes,telephone,nonexistent,no
48,admin.,married,university.degree,no,no,cellular,nonexistent,no
25,management,single,university.degree,yes,yes,cellular,nonexistent,no
40,admin.,married,professional.course,yes,no,cellular,nonexistent,no
53,admin.,married,basic.9y,no,no,telephone,nonexistent,no
42,services,married,high.school,yes,no,cellular,nonexistent,no
30,technician,divorced,university.degree,no,no,cellular,nonexistent,no
71,self-employed,married,university.degree,yes,no,cellular,success,no
33,admin.,divorced,university.degree,no,no,cellular,nonexistent,no
45,technician,single,professional.course,yes,no,telephone,nonexistent,no
47,technician,divorced,professional.course,yes,no,cellular,nonexistent,no
36,management,married,university.degree,no,no,telephone,nonexistent,yes
45,technician,single,university.degree,no,no,cellular,nonexistent,no
49,technician,married,unknown,no,no,cellular,nonexistent,no
24,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
45,admin.,divorced,university.degree,unknown,unknown,telephone,nonexistent,no
31,entrepreneur,married,university.degree,yes,no,cellular,nonexistent,no
47,management,married,university.degree,yes,no,cellular,failure,no
40,housemaid,married,basic.4y,no,no,cellular,nonexistent,no
54,retired,married,basic.9y,no,no,telephone,nonexistent,no
31,entrepreneur,single,basic.6y,yes,yes,telephone,nonexistent,no
25,services,single,high.school,no,no,telephone,nonexistent,no
34,admin.,single,university.degree,yes,no,cellular,nonexistent,no
26,housemaid,married,university.degree,no,no,telephone,nonexistent,no
51,admin.,married,high.school,yes,no,cellular,nonexistent,no
44,blue-collar,single,basic.9y,no,no,telephone,nonexistent,no
52,management,married,university.degree,no,no,cellular,nonexistent,no
44,admin.,divorced,high.school,no,no,cellular,nonexistent,no
45,services,married,high.school,no,no,telephone,nonexistent,no
32,services,single,basic.9y,no,no,cellular,nonexistent,no
32,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
24,technician,single,basic.9y,yes,no,cellular,nonexistent,no
24,admin.,single,professional.course,yes,no,cellular,nonexistent,yes
39,admin.,married,university.degree,yes,no,cellular,nonexistent,yes
37,technician,married,professional.course,yes,no,cellular,nonexistent,no
35,blue-collar,married,professional.course,no,no,cellular,failure,no
56,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,no
51,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
32,admin.,single,university.degree,yes,no,cellular,nonexistent,no
42,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,no
42,entrepreneur,married,basic.6y,yes,yes,cellular,failure,no
36,blue-collar,single,basic.9y,yes,yes,telephone,nonexistent,yes
34,self-employed,married,university.degree,yes,no,cellular,nonexistent,no
38,technician,married,professional.course,no,no,cellular,nonexistent,no
49,blue-collar,married,basic.4y,no,no,telephone,nonexistent,yes
39,blue-collar,married,basic.9y,yes,no,cellular,failure,no
32,entrepreneur,married,high.school,yes,no,telephone,nonexistent,no
26,management,single,university.degree,yes,yes,cellular,failure,no
30,management,married,university.degree,yes,no,cellular,nonexistent,yes
40,admin.,single,high.school,no,no,telephone,nonexistent,no
34,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
39,self-employed,married,university.degree,no,no,cellular,nonexistent,no
59,technician,married,professional.course,no,no,cellular,nonexistent,no
29,management,single,university.degree,no,no,telephone,nonexistent,no
32,admin.,single,university.degree,yes,no,cellular,nonexistent,no
25,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
31,blue-collar,single,basic.4y,no,yes,cellular,nonexistent,no
26,blue-collar,married,basic.6y,no,no,cellular,nonexistent,no
37,management,married,university.degree,no,no,telephone,nonexistent,no
36,services,married,high.school,yes,yes,cellular,nonexistent,no
43,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
56,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
39,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
31,blue-collar,single,high.school,yes,no,cellular,failure,no
30,services,single,high.school,no,no,cellular,nonexistent,no
45,admin.,single,high.school,yes,no,cellular,nonexistent,no
43,self-employed,single,professional.course,yes,yes,telephone,nonexistent,no
30,services,single,high.school,yes,yes,cellular,nonexistent,no
54,housemaid,divorced,basic.4y,yes,yes,cellular,nonexistent,no
48,blue-collar,married,high.school,no,no,telephone,nonexistent,no
54,self-employed,married,university.degree,no,no,cellular,failure,no
31,blue-collar,married,basic.9y,no,yes,telephone,nonexistent,no
35,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
39,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
38,entrepreneur,married,professional.course,yes,yes,cellular,failure,no
26,admin.,married,high.school,no,no,cellular,nonexistent,no
26,admin.,single,high.school,yes,no,telephone,nonexistent,no
46,services,married,high.school,yes,no,cellular,nonexistent,no
27,admin.,single,high.school,yes,no,telephone,nonexistent,no
48,admin.,married,university.degree,no,no,cellular,nonexistent,no
35,blue-collar,divorced,high.school,no,no,cellular,success,yes
32,housemaid,married,professional.course,yes,yes,cellular,nonexistent,no
30,admin.,married,university.degree,yes,yes,telephone,nonexistent,no
31,technician,single,university.degree,no,no,cellular,failure,yes
48,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
35,entrepreneur,married,university.degree,no,no,telephone,nonexistent,yes
52,admin.,married,university.degree,no,yes,telephone,nonexistent,no
55,technician,married,professional.course,yes,no,cellular,nonexistent,no
38,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
60,retired,married,high.school,yes,no,cellular,nonexistent,no
37,technician,married,professional.course,yes,no,cellular,nonexistent,no
44,entrepreneur,married,basic.4y,unknown,unknown,cellular,nonexistent,no
38,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
41,management,married,university.degree,no,no,cellular,nonexistent,no
34,blue-collar,married,university.degree,no,yes,cellular,nonexistent,no
54,retired,married,basic.4y,no,yes,cellular,nonexistent,yes
27,technician,single,professional.course,yes,no,cellular,nonexistent,no
31,admin.,married,high.school,no,no,telephone,nonexistent,no
48,blue-collar,divorced,basic.4y,no,no,telephone,nonexistent,no
51,admin.,married,high.school,no,no,cellular,nonexistent,no
37,technician,single,university.degree,no,no,cellular,failure,yes
35,admin.,married,university.degree,yes,yes,cellular,nonexistent,no
32,admin.,married,university.degree,no,no,telephone,nonexistent,no
30,admin.,married,university.degree,yes,no,cellular,nonexistent,no
32,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
28,admin.,single,university.degree,no,no,telephone,nonexistent,no
30,admin.,single,university.degree,yes,no,cellular,nonexistent,no
40,technician,married,professional.course,no,no,telephone,nonexistent,no
36,admin.,single,university.degree,yes,no,telephone,nonexistent,no
48,admin.,divorced,high.school,no,no,telephone,nonexistent,no
32,admin.,single,high.school,yes,no,cellular,nonexistent,no
36,management,married,university.degree,no,no,telephone,nonexistent,no
30,admin.,single,high.school,no,no,telephone,nonexistent,no
31,admin.,married,high.school,yes,no,cellular,nonexistent,no
55,management,married,basic.6y,yes,no,cellular,nonexistent,no
41,technician,married,professional.course,no,no,telephone,nonexistent,no
47,technician,married,basic.9y,yes,no,telephone,nonexistent,no
58,management,married,university.degree,no,no,telephone,nonexistent,no
25,services,single,high.school,no,no,cellular,failure,no
48,technician,married,professional.course,no,no,cellular,failure,no
27,student,single,high.school,no,yes,cellular,nonexistent,no
33,blue-collar,married,basic.6y,yes,no,telephone,nonexistent,no
22,blue-collar,single,basic.6y,no,no,telephone,nonexistent,no
46,blue-collar,married,basic.4y,yes,no,cellular,nonexistent,yes
50,management,married,university.degree,no,no,cellular,nonexistent,no
35,services,married,high.school,no,no,cellular,nonexistent,no
37,technician,married,professional.course,yes,no,telephone,nonexistent,no
38,technician,divorced,professional.course,yes,no,cellular,nonexistent,no
30,admin.,single,professional.course,yes,yes,cellular,nonexistent,no
30,self-employed,single,university.degree,yes,no,cellular,failure,yes
30,technician,married,basic.9y,yes,no,cellular,nonexistent,no
57,services,married,high.school,yes,no,cellular,nonexistent,no
47,blue-collar,single,basic.4y,yes,no,telephone,nonexistent,no
32,services,single,high.school,no,yes,cellular,nonexistent,no
42,services,married,professional.course,yes,no,cellular,failure,no
35,management,married,university.degree,no,no,telephone,failure,no
45,entrepreneur,married,university.degree,no,no,telephone,nonexistent,no
31,admin.,single,university.degree,no,no,cellular,nonexistent,no
54,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
39,entrepreneur,single,university.degree,yes,no,telephone,nonexistent,no
33,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
31,blue-collar,married,professional.course,yes,no,cellular,failure,no
49,technician,married,professional.course,no,no,cellular,nonexistent,no
40,admin.,single,basic.9y,no,no,cellular,nonexistent,no
56,retired,married,basic.6y,yes,no,telephone,nonexistent,no
57,retired,married,basic.4y,no,no,telephone,nonexistent,no
22,technician,single,university.degree,no,no,cellular,nonexistent,yes
24,student,single,unknown,yes,no,cellular,nonexistent,no
38,admin.,single,university.degree,yes,no,cellular,nonexistent,no
30,self-employed,single,university.degree,no,no,cellular,nonexistent,no
39,services,divorced,high.school,yes,no,telephone,nonexistent,no
38,admin.,divorced,high.school,yes,yes,cellular,nonexistent,no
29,technician,married,professional.course,yes,no,cellular,nonexistent,no
34,technician,married,professional.course,yes,no,cellular,nonexistent,no
52,technician,married,professional.course,yes,no,cellular,nonexistent,no
29,admin.,single,university.degree,yes,no,cellular,nonexistent,no
30,entrepreneur,single,university.degree,yes,yes,cellular,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,nonexistent,no
32,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
51,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
31,services,single,high.school,yes,no,telephone,nonexistent,no
49,management,married,high.school,no,no,cellular,nonexistent,no
36,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
56,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
55,technician,married,university.degree,no,no,telephone,nonexistent,no
59,management,married,unknown,yes,no,cellular,nonexistent,no
28,services,single,high.school,yes,no,cellular,success,yes
30,admin.,married,university.degree,yes,no,telephone,nonexistent,no
65,management,married,high.school,yes,no,cellular,failure,no
40,unemployed,single,basic.4y,no,no,cellular,nonexistent,yes
32,admin.,single,high.school,no,no,cellular,nonexistent,no
34,technician,divorced,professional.course,yes,no,cellular,nonexistent,no
47,blue-collar,divorced,basic.9y,yes,no,cellular,nonexistent,no
52,technician,married,professional.course,no,no,cellular,nonexistent,no
29,admin.,single,university.degree,yes,yes,cellular,success,yes
45,blue-collar,married,basic.9y,no,no,cellular,failure,no
38,technician,married,basic.9y,no,no,cellular,nonexistent,no
36,blue-collar,married,basic.9y,yes,yes,telephone,nonexistent,no
45,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
